KeywordID,Keyword,ScopeNote,Source,gdsdpwgCategory
2493,3-D,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
8510,abandonment,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
1138,abatement,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
1522,abrasion,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
1428,absorption,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
1351,acid,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
1764,acoustic,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
543,adsorption,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
255,agricultural use,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,01
160,alteration,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
44,business,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,03
3817,carbon dioxide,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
104,case study,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
2708,cement,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
390,cooling,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
2,data,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
13,direct use,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,Direct Use
108,document,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
956,bit,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,02.4
21,drilling,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,02
25,economics,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,03
357,element,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
1023,energy,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
368,engineering,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
36,enhanced geothermal,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,07.3
38,environment,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
322,equipment,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
5,exploration,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
1434,fluid production,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
491,fluids,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
47,fracture,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
1765,geochemical fluid,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
14,geochemistry,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,05
225,geochronology,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,06.1
1,geology,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,06
23,geophysics,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,08
27,geothermal energy,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
206,geothermal fluid,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
6,geothermal system,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
573,geothermal use,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
41,heat flow,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,09
114,ground source heat pump,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
1986,high pressure,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
172,high temperature,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
107,hot dry rock,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,07.3
72,hydrogeology,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
519,image,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
2494,inversion,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
121,isotope,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,05.2
432,kgra,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
3077,land,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
58,legal,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
10967,low pressure,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
105,low temperature,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
11163,medium pressure,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
2196,mine,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
1137,mineralogy,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
35,modeling,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,10.1
273,moderate temperature,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
265,oil and gas,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
31,operations,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
513,organic compound,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
3576,over pressured,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
62,physical property,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
15,power generation,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,10.4
144,pressure,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
470,production,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
70,public relations,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
214,remote sensing,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,08.4
24,research,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
11,reservoir,information about characterization of a geothermal reservoir as a kind of aquifer,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
63,resource assessment,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,10.2
353,sample,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
193,seismicity,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,11
53,service,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
363,software,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
796,stimulation,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
272,subsidence,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
73,technology,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
39,temperature,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
128,testing,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
88,thermal spring,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
195,thermodynamics,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
3166,visualization,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
1037,vocabulary,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
138,volcanism,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
101,well,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
48,well engineering,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
139,well log,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,13
12,well operations,,Term from high-frequency tags in NGDS Stategeothermal data metadata; tag cloud extracted 2013-04, approximately 17000 tags analyzed.,
11164,2-D,,SMR keyword cleanup 2013-04-30,
11165,coproduction,,SMR keyword cleanup 2013-04-30,
11166,hydrothermal system,,SMR keyword cleanup 2013-04-30,
11168,reservoir engineering,information about operational factors in production of fluid from geothermal reservoir--maintenance of production, flow rates, temperature, etc…,SMR add based on Ziagos et al., 2013,10
11169,sensor,information about instruments designed to make measurements,SMR add based on Ziagos et al., 2013,
11170,artificial tracer,,Term from facets produced by NGDS Geothermal Data Working Group,12.2
11172,development,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11173,discharge testing,,Term from facets produced by NGDS Geothermal Data Working Group,10.3
11174,drilling economics,,Term from facets produced by NGDS Geothermal Data Working Group,02.1
11175,drilling tools,,Term from facets produced by NGDS Geothermal Data Working Group,02.4
11176,environmental monitoring,,Term from facets produced by NGDS Geothermal Data Working Group,04
11178,gas analysis,,Term from facets produced by NGDS Geothermal Data Working Group,05.3
11179,geologic map,,Term from facets produced by NGDS Geothermal Data Working Group,06.2
11180,geophysical log,,Term from facets produced by NGDS Geothermal Data Working Group,13.1
11181,geothermometry,,Term from facets produced by NGDS Geothermal Data Working Group,05.1
11182,liquid dominated,,Term from facets produced by NGDS Geothermal Data Working Group,07.1.1
11183,lithology log,,Term from facets produced by NGDS Geothermal Data Working Group,13.2
11185,natural tracer,,Term from facets produced by NGDS Geothermal Data Working Group,12.1
11186,reservoir monitoring,,Term from facets produced by NGDS Geothermal Data Working Group,10.6
11187,reservoir numerical simulation,,Term from facets produced by NGDS Geothermal Data Working Group,10.1
11188,rock analyses,,Term from facets produced by NGDS Geothermal Data Working Group,05.6
11189,sedimentary basin geothermal system,,Term from facets produced by NGDS Geothermal Data Working Group,07.5
11190,spring water analysis,,Term from facets produced by NGDS Geothermal Data Working Group,05.5.1
11191,temperature log,,Term from facets produced by NGDS Geothermal Data Working Group,13.3
11192,vapor dominated,,Term from facets produced by NGDS Geothermal Data Working Group,07.1.2
11193,water analyses,,Term from facets produced by NGDS Geothermal Data Working Group,05.5
11194,well field operations,,Term from facets produced by NGDS Geothermal Data Working Group,10.5
11195,well water analyses,,Term from facets produced by NGDS Geothermal Data Working Group,05.5
11196,wellhead equipment,,Term from facets produced by NGDS Geothermal Data Working Group,02.3
11208,power purchase,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,03
11215,pump,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11217,quality,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11228,refrigerant,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11238,resistivity,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,08.1
11244,risk,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11255,scaling,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11257,seismic,,Term from facets produced by NGDS Geothermal Data Working Group,08.5
11263,silica,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11272,soil,,Term from facets produced by NGDS Geothermal Data Working Group,05.4
11293,algorithm,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11318,binary system,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,10.4
11319,biology,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11325,brine treatment,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,10.4
11329,by product,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11339,casing,,Term from facets produced by NGDS Geothermal Data Working Group,02.2
11348,collocation,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11352,computation,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11358,control system,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11362,conventional convective geothermal system,,Term from facets produced by NGDS Geothermal Data Working Group,07.1
11365,coproduced fluid,,Term from facets produced by NGDS Geothermal Data Working Group,07.2
11366,corrosion,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11373,database,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11375,deformation,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11378,desalination,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11379,diagram,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11394,electrical,,Term from facets produced by NGDS Geothermal Data Working Group,08.1
11396,electromagnetic,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,08.1
11413,fault,,Term from facets produced by NGDS Geothermal Data Working Group,06.3
11417,finance,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,03
11422,fluid disposal,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11423,fluid flow,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11439,geopressured,,Term from facets produced by NGDS Geothermal Data Working Group,07.4
11441,geothermal area,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11452,gravity,,Term from facets produced by NGDS Geothermal Data Working Group,08.2
11460,heat exchange,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11463,heat transfer,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11492,injection,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11521,lithology,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11523,lost circulation,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,02
11529,magnetic,,Term from facets produced by NGDS Geothermal Data Working Group,08.3
11532,map,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11535,materials,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11542,metadata,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11547,mineral,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11561,mud,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,02
11601,pipe,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11617,stress,,Term from facets produced by NGDS Geothermal Data Working Group,06.4
11630,tax,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11647,tracer,,Term from facets produced by NGDS Geothermal Data Working Group,12
11648,training,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
11650,turbine,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,10.4
11652,two phase,,Term generalized from commonly used tags in NGDS stategeothermal data metadata, tags extracted 2013-04,
